item_id	checkbox_state	claim_state	assigned_agent	tmux_session	slot	path_type	path	dependencies	owned_path_scope	worker_output	master_status
DEV-HZ-012	[ ]	unclaimed	agent_12	humanize_dev_1to1_20260619	12	file	README.md		README.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	pending
DEV-HZ-013	[ ]	unclaimed	agent_13	humanize_dev_1to1_20260619	13	directory	hooks/lib		hooks/lib	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	pending
DEV-HZ-014	[ ]	unclaimed	agent_14	humanize_dev_1to1_20260619	14	directory	prompt-template/block		prompt-template/block	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	pending
DEV-HZ-015	[ ]	unclaimed	agent_15	humanize_dev_1to1_20260619	15	directory	prompt-template/claude		prompt-template/claude	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	pending
DEV-HZ-016	[ ]	unclaimed	agent_16	humanize_dev_1to1_20260619	16	directory	prompt-template/codex		prompt-template/codex	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	pending
DEV-HZ-017	[ ]	unclaimed	agent_17	humanize_dev_1to1_20260619	17	directory	prompt-template/explore		prompt-template/explore	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	pending
DEV-HZ-018	[ ]	unclaimed	agent_18	humanize_dev_1to1_20260619	18	directory	prompt-template/idea		prompt-template/idea	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	pending
DEV-HZ-019	[ ]	unclaimed	agent_19	humanize_dev_1to1_20260619	19	directory	prompt-template/plan		prompt-template/plan	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	pending
DEV-HZ-020	[ ]	unclaimed	agent_20	humanize_dev_1to1_20260619	20	directory	scripts/lib		scripts/lib	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	pending
DEV-HZ-021	[ ]	unclaimed	agent_21	humanize_dev_1to1_20260619	21	directory	skills/ask-codex		skills/ask-codex	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	pending
DEV-HZ-022	[ ]	unclaimed	agent_22	humanize_dev_1to1_20260619	22	directory	skills/ask-gemini		skills/ask-gemini	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	pending
DEV-HZ-023	[ ]	unclaimed	agent_23	humanize_dev_1to1_20260619	23	directory	skills/humanize		skills/humanize	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	pending
DEV-HZ-024	[ ]	unclaimed	agent_24	humanize_dev_1to1_20260619	24	directory	skills/humanize-gen-plan		skills/humanize-gen-plan	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	pending
DEV-HZ-025	[ ]	unclaimed	agent_25	humanize_dev_1to1_20260619	25	directory	skills/humanize-refine-plan		skills/humanize-refine-plan	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	pending
DEV-HZ-026	[ ]	unclaimed	agent_26	humanize_dev_1to1_20260619	26	directory	skills/humanize-rlcr		skills/humanize-rlcr	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	pending
DEV-HZ-027	[ ]	unclaimed	agent_27	humanize_dev_1to1_20260619	27	directory	tests/robustness		tests/robustness	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	pending
DEV-HZ-028	[ ]	unclaimed	agent_28	humanize_dev_1to1_20260619	28	file	agents/bitlesson-selector.md		agents/bitlesson-selector.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	pending
DEV-HZ-029	[ ]	unclaimed	agent_29	humanize_dev_1to1_20260619	29	file	agents/draft-relevance-checker.md		agents/draft-relevance-checker.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	pending
DEV-HZ-030	[ ]	unclaimed	agent_30	humanize_dev_1to1_20260619	30	file	agents/plan-compliance-checker.md		agents/plan-compliance-checker.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	pending
DEV-HZ-031	[ ]	unclaimed	agent_01	humanize_dev_1to1_20260619	01	file	agents/plan-understanding-quiz.md		agents/plan-understanding-quiz.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	pending
DEV-HZ-032	[ ]	unclaimed	agent_02	humanize_dev_1to1_20260619	02	file	commands/cancel-rlcr-loop.md		commands/cancel-rlcr-loop.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	pending
DEV-HZ-033	[ ]	unclaimed	agent_03	humanize_dev_1to1_20260619	03	file	commands/explore-idea.md		commands/explore-idea.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	pending
DEV-HZ-034	[ ]	unclaimed	agent_04	humanize_dev_1to1_20260619	04	file	commands/gen-idea.md		commands/gen-idea.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	pending
DEV-HZ-035	[ ]	unclaimed	agent_05	humanize_dev_1to1_20260619	05	file	commands/gen-plan.md		commands/gen-plan.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	pending
DEV-HZ-036	[ ]	unclaimed	agent_06	humanize_dev_1to1_20260619	06	file	commands/refine-plan.md		commands/refine-plan.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	pending
DEV-HZ-037	[ ]	unclaimed	agent_07	humanize_dev_1to1_20260619	07	file	commands/start-rlcr-loop.md		commands/start-rlcr-loop.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	pending
DEV-HZ-038	[ ]	unclaimed	agent_08	humanize_dev_1to1_20260619	08	file	config/codex-hooks.json		config/codex-hooks.json	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	pending
DEV-HZ-039	[ ]	unclaimed	agent_09	humanize_dev_1to1_20260619	09	file	config/default_config.json		config/default_config.json	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	pending
DEV-HZ-040	[ ]	unclaimed	agent_10	humanize_dev_1to1_20260619	10	file	docs/bitlesson.md		docs/bitlesson.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	pending
DEV-HZ-041	[ ]	unclaimed	agent_11	humanize_dev_1to1_20260619	11	file	docs/usage.md		docs/usage.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	pending
DEV-HZ-042	[ ]	unclaimed	agent_12	humanize_dev_1to1_20260619	12	file	hooks/check-todos-from-transcript.py		hooks/check-todos-from-transcript.py	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	pending
DEV-HZ-043	[ ]	unclaimed	agent_13	humanize_dev_1to1_20260619	13	file	hooks/hooks.json		hooks/hooks.json	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	pending
DEV-HZ-044	[ ]	unclaimed	agent_14	humanize_dev_1to1_20260619	14	file	hooks/loop-bash-validator.sh		hooks/loop-bash-validator.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	pending
DEV-HZ-045	[ ]	unclaimed	agent_15	humanize_dev_1to1_20260619	15	file	hooks/loop-codex-stop-hook.sh		hooks/loop-codex-stop-hook.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	pending
DEV-HZ-046	[ ]	unclaimed	agent_16	humanize_dev_1to1_20260619	16	file	hooks/loop-edit-validator.sh		hooks/loop-edit-validator.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	pending
DEV-HZ-047	[ ]	unclaimed	agent_17	humanize_dev_1to1_20260619	17	file	hooks/loop-plan-file-validator.sh		hooks/loop-plan-file-validator.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	pending
DEV-HZ-048	[ ]	unclaimed	agent_18	humanize_dev_1to1_20260619	18	file	hooks/loop-post-bash-hook.sh		hooks/loop-post-bash-hook.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	pending
DEV-HZ-049	[ ]	unclaimed	agent_19	humanize_dev_1to1_20260619	19	file	hooks/loop-read-validator.sh		hooks/loop-read-validator.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	pending
DEV-HZ-050	[ ]	unclaimed	agent_20	humanize_dev_1to1_20260619	20	file	hooks/loop-write-validator.sh		hooks/loop-write-validator.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	pending
DEV-HZ-051	[ ]	unclaimed	agent_21	humanize_dev_1to1_20260619	21	file	scripts/ask-codex.sh		scripts/ask-codex.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	pending
DEV-HZ-052	[ ]	unclaimed	agent_22	humanize_dev_1to1_20260619	22	file	scripts/ask-gemini.sh		scripts/ask-gemini.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	pending
DEV-HZ-053	[ ]	unclaimed	agent_23	humanize_dev_1to1_20260619	23	file	scripts/bitlesson-init.sh		scripts/bitlesson-init.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	pending
DEV-HZ-054	[ ]	unclaimed	agent_24	humanize_dev_1to1_20260619	24	file	scripts/bitlesson-select.sh		scripts/bitlesson-select.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	pending
DEV-HZ-055	[ ]	unclaimed	agent_25	humanize_dev_1to1_20260619	25	file	scripts/bitlesson-validate-delta.sh		scripts/bitlesson-validate-delta.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	pending
DEV-HZ-056	[ ]	unclaimed	agent_26	humanize_dev_1to1_20260619	26	file	scripts/cancel-rlcr-loop.sh		scripts/cancel-rlcr-loop.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	pending
DEV-HZ-057	[ ]	unclaimed	agent_27	humanize_dev_1to1_20260619	27	file	scripts/cancel-rlcr-session.sh		scripts/cancel-rlcr-session.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	pending
DEV-HZ-058	[ ]	unclaimed	agent_28	humanize_dev_1to1_20260619	28	file	scripts/humanize.sh		scripts/humanize.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	pending
DEV-HZ-059	[ ]	unclaimed	agent_29	humanize_dev_1to1_20260619	29	file	scripts/portable-timeout.sh		scripts/portable-timeout.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	pending
DEV-HZ-060	[ ]	unclaimed	agent_30	humanize_dev_1to1_20260619	30	file	scripts/rlcr-stop-gate.sh		scripts/rlcr-stop-gate.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	pending
DEV-HZ-061	[ ]	unclaimed	agent_01	humanize_dev_1to1_20260619	01	file	scripts/setup-rlcr-loop.sh		scripts/setup-rlcr-loop.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	pending
DEV-HZ-062	[ ]	unclaimed	agent_02	humanize_dev_1to1_20260619	02	file	scripts/statusline.sh		scripts/statusline.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	pending
DEV-HZ-063	[ ]	unclaimed	agent_03	humanize_dev_1to1_20260619	03	file	scripts/validate-directions-json.sh		scripts/validate-directions-json.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	pending
DEV-HZ-064	[ ]	unclaimed	agent_04	humanize_dev_1to1_20260619	04	file	scripts/validate-explore-idea-io.sh		scripts/validate-explore-idea-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	pending
DEV-HZ-065	[ ]	unclaimed	agent_05	humanize_dev_1to1_20260619	05	file	scripts/validate-gen-idea-io.sh		scripts/validate-gen-idea-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	pending
DEV-HZ-066	[ ]	unclaimed	agent_06	humanize_dev_1to1_20260619	06	file	scripts/validate-gen-plan-io.sh		scripts/validate-gen-plan-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	pending
DEV-HZ-067	[ ]	unclaimed	agent_07	humanize_dev_1to1_20260619	07	file	scripts/validate-refine-plan-io.sh		scripts/validate-refine-plan-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	pending
DEV-HZ-068	[ ]	unclaimed	agent_08	humanize_dev_1to1_20260619	08	file	templates/bitlesson.md		templates/bitlesson.md	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	pending
DEV-HZ-069	[ ]	unclaimed	agent_09	humanize_dev_1to1_20260619	09	file	tests/manual-monitor-test.sh		tests/manual-monitor-test.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	pending
DEV-HZ-070	[ ]	unclaimed	agent_10	humanize_dev_1to1_20260619	10	file	tests/run-all-tests.sh		tests/run-all-tests.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	pending
DEV-HZ-071	[ ]	unclaimed	agent_11	humanize_dev_1to1_20260619	11	file	tests/setup-monitor-test-env.sh		tests/setup-monitor-test-env.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	pending
DEV-HZ-072	[ ]	unclaimed	agent_12	humanize_dev_1to1_20260619	12	file	tests/test-agent-teams.sh		tests/test-agent-teams.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	pending
DEV-HZ-073	[ ]	unclaimed	agent_13	humanize_dev_1to1_20260619	13	file	tests/test-allowlist-validators.sh		tests/test-allowlist-validators.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	pending
DEV-HZ-074	[ ]	unclaimed	agent_14	humanize_dev_1to1_20260619	14	file	tests/test-ansi-parsing.sh		tests/test-ansi-parsing.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	pending
DEV-HZ-075	[ ]	unclaimed	agent_15	humanize_dev_1to1_20260619	15	file	tests/test-app-auth.sh		tests/test-app-auth.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	pending
DEV-HZ-076	[ ]	unclaimed	agent_16	humanize_dev_1to1_20260619	16	file	tests/test-app-routes-live.sh		tests/test-app-routes-live.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	pending
DEV-HZ-077	[ ]	unclaimed	agent_17	humanize_dev_1to1_20260619	17	file	tests/test-ask-codex.sh		tests/test-ask-codex.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	pending
DEV-HZ-078	[ ]	unclaimed	agent_18	humanize_dev_1to1_20260619	18	file	tests/test-bash-validator-patterns.sh		tests/test-bash-validator-patterns.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	pending
DEV-HZ-079	[ ]	unclaimed	agent_19	humanize_dev_1to1_20260619	19	file	tests/test-bitlesson-select-routing.sh		tests/test-bitlesson-select-routing.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	pending
DEV-HZ-080	[ ]	unclaimed	agent_20	humanize_dev_1to1_20260619	20	file	tests/test-bitlesson-validate-delta.sh		tests/test-bitlesson-validate-delta.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	pending
DEV-HZ-081	[ ]	unclaimed	agent_21	humanize_dev_1to1_20260619	21	file	tests/test-cancel-session.sh		tests/test-cancel-session.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	pending
DEV-HZ-082	[ ]	unclaimed	agent_22	humanize_dev_1to1_20260619	22	file	tests/test-cancel-signal-file.sh		tests/test-cancel-signal-file.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	pending
DEV-HZ-083	[ ]	unclaimed	agent_23	humanize_dev_1to1_20260619	23	file	tests/test-codex-hook-install.sh		tests/test-codex-hook-install.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	pending
DEV-HZ-084	[ ]	unclaimed	agent_24	humanize_dev_1to1_20260619	24	file	tests/test-codex-review-merge.sh		tests/test-codex-review-merge.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	pending
DEV-HZ-085	[ ]	unclaimed	agent_25	humanize_dev_1to1_20260619	25	file	tests/test-commit-history-section.sh		tests/test-commit-history-section.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	pending
DEV-HZ-086	[ ]	unclaimed	agent_26	humanize_dev_1to1_20260619	26	file	tests/test-config-error-handling.sh		tests/test-config-error-handling.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	pending
DEV-HZ-087	[ ]	unclaimed	agent_27	humanize_dev_1to1_20260619	27	file	tests/test-config-merge.sh		tests/test-config-merge.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	pending
DEV-HZ-088	[ ]	unclaimed	agent_28	humanize_dev_1to1_20260619	28	file	tests/test-directions-json-schema.sh		tests/test-directions-json-schema.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	pending
DEV-HZ-089	[ ]	unclaimed	agent_29	humanize_dev_1to1_20260619	29	file	tests/test-disable-nested-codex-hooks.sh		tests/test-disable-nested-codex-hooks.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	pending
DEV-HZ-090	[ ]	unclaimed	agent_30	humanize_dev_1to1_20260619	30	file	tests/test-error-scenarios.sh		tests/test-error-scenarios.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	pending
DEV-HZ-091	[ ]	unclaimed	agent_01	humanize_dev_1to1_20260619	01	file	tests/test-explore-command-structure.sh		tests/test-explore-command-structure.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	pending
DEV-HZ-092	[ ]	unclaimed	agent_02	humanize_dev_1to1_20260619	02	file	tests/test-explore-manifest.sh		tests/test-explore-manifest.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	pending
DEV-HZ-093	[ ]	unclaimed	agent_03	humanize_dev_1to1_20260619	03	file	tests/test-finalize-phase.sh		tests/test-finalize-phase.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	pending
DEV-HZ-094	[ ]	unclaimed	agent_04	humanize_dev_1to1_20260619	04	file	tests/test-frontend-migration.sh		tests/test-frontend-migration.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	pending
DEV-HZ-095	[ ]	unclaimed	agent_05	humanize_dev_1to1_20260619	05	file	tests/test-gen-idea-dual-write.sh		tests/test-gen-idea-dual-write.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	pending
DEV-HZ-096	[ ]	unclaimed	agent_06	humanize_dev_1to1_20260619	06	file	tests/test-gen-plan.sh		tests/test-gen-plan.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	pending
DEV-HZ-097	[ ]	unclaimed	agent_07	humanize_dev_1to1_20260619	07	file	tests/test-helpers.sh		tests/test-helpers.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	pending
DEV-HZ-098	[ ]	unclaimed	agent_08	humanize_dev_1to1_20260619	08	file	tests/test-humanize-escape.sh		tests/test-humanize-escape.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	pending
DEV-HZ-099	[ ]	unclaimed	agent_09	humanize_dev_1to1_20260619	09	file	tests/test-model-router.sh		tests/test-model-router.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	pending
DEV-HZ-100	[ ]	unclaimed	agent_10	humanize_dev_1to1_20260619	10	file	tests/test-monitor-e2e-deletion.sh		tests/test-monitor-e2e-deletion.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	pending
DEV-HZ-101	[ ]	unclaimed	agent_11	humanize_dev_1to1_20260619	11	file	tests/test-monitor-e2e-real.sh		tests/test-monitor-e2e-real.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	pending
DEV-HZ-102	[ ]	unclaimed	agent_12	humanize_dev_1to1_20260619	12	file	tests/test-monitor-e2e-sigint.sh		tests/test-monitor-e2e-sigint.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	pending
DEV-HZ-103	[ ]	unclaimed	agent_13	humanize_dev_1to1_20260619	13	file	tests/test-monitor-runtime.sh		tests/test-monitor-runtime.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	pending
DEV-HZ-104	[ ]	unclaimed	agent_14	humanize_dev_1to1_20260619	14	file	tests/test-plan-file-hooks.sh		tests/test-plan-file-hooks.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	pending
DEV-HZ-105	[ ]	unclaimed	agent_15	humanize_dev_1to1_20260619	15	file	tests/test-plan-file-validation.sh		tests/test-plan-file-validation.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	pending
DEV-HZ-106	[ ]	unclaimed	agent_16	humanize_dev_1to1_20260619	16	file	tests/test-refine-plan.sh		tests/test-refine-plan.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	pending
DEV-HZ-107	[ ]	unclaimed	agent_17	humanize_dev_1to1_20260619	17	file	tests/test-rlcr-sources.sh		tests/test-rlcr-sources.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	pending
DEV-HZ-108	[ ]	unclaimed	agent_18	humanize_dev_1to1_20260619	18	file	tests/test-session-id.sh		tests/test-session-id.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	pending
DEV-HZ-109	[ ]	unclaimed	agent_19	humanize_dev_1to1_20260619	19	file	tests/test-skill-monitor.sh		tests/test-skill-monitor.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	pending
DEV-HZ-110	[ ]	unclaimed	agent_20	humanize_dev_1to1_20260619	20	file	tests/test-state-exit-naming.sh		tests/test-state-exit-naming.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	pending
DEV-HZ-111	[ ]	unclaimed	agent_21	humanize_dev_1to1_20260619	21	file	tests/test-stop-gate.sh		tests/test-stop-gate.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	pending
DEV-HZ-112	[ ]	unclaimed	agent_22	humanize_dev_1to1_20260619	22	file	tests/test-stop-hook-bg-allow.sh		tests/test-stop-hook-bg-allow.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	pending
DEV-HZ-113	[ ]	unclaimed	agent_23	humanize_dev_1to1_20260619	23	file	tests/test-stop-hook-legacy-compat.sh		tests/test-stop-hook-legacy-compat.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	pending
DEV-HZ-114	[ ]	unclaimed	agent_24	humanize_dev_1to1_20260619	24	file	tests/test-streaming.sh		tests/test-streaming.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	pending
DEV-HZ-115	[ ]	unclaimed	agent_25	humanize_dev_1to1_20260619	25	file	tests/test-style-compliance.sh		tests/test-style-compliance.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	pending
DEV-HZ-116	[ ]	unclaimed	agent_26	humanize_dev_1to1_20260619	26	file	tests/test-task-tag-routing.sh		tests/test-task-tag-routing.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	pending
DEV-HZ-117	[ ]	unclaimed	agent_27	humanize_dev_1to1_20260619	27	file	tests/test-template-loader.sh		tests/test-template-loader.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	pending
DEV-HZ-118	[ ]	unclaimed	agent_28	humanize_dev_1to1_20260619	28	file	tests/test-template-references.sh		tests/test-template-references.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	pending
DEV-HZ-119	[ ]	unclaimed	agent_29	humanize_dev_1to1_20260619	29	file	tests/test-templates-comprehensive.sh		tests/test-templates-comprehensive.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	pending
DEV-HZ-120	[ ]	unclaimed	agent_30	humanize_dev_1to1_20260619	30	file	tests/test-todo-checker.sh		tests/test-todo-checker.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	pending
DEV-HZ-121	[ ]	unclaimed	agent_01	humanize_dev_1to1_20260619	01	file	tests/test-unified-codex-config.sh		tests/test-unified-codex-config.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	pending
DEV-HZ-122	[ ]	unclaimed	agent_02	humanize_dev_1to1_20260619	02	file	tests/test-validate-explore-idea-io.sh		tests/test-validate-explore-idea-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	pending
DEV-HZ-123	[ ]	unclaimed	agent_03	humanize_dev_1to1_20260619	03	file	tests/test-validate-gen-idea-io.sh		tests/test-validate-gen-idea-io.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	pending
DEV-HZ-124	[ ]	unclaimed	agent_04	humanize_dev_1to1_20260619	04	file	tests/test-viz-isolation.sh		tests/test-viz-isolation.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	pending
DEV-HZ-125	[ ]	unclaimed	agent_05	humanize_dev_1to1_20260619	05	file	tests/test-viz.sh		tests/test-viz.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	pending
DEV-HZ-126	[ ]	unclaimed	agent_06	humanize_dev_1to1_20260619	06	file	tests/test-worker-result-contract.sh		tests/test-worker-result-contract.sh	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	pending
